,S537_AD1,S538_AD2,S539_AD3,S540_AD4,S541_AD5,S542_AD6,S958_AD1,S959_AD2,S960_AD3,S961_AD4,S962_AD5,S963_AD6,S1189_AD1,S1190_AD2,S1191_AD3,S1192_AD4,S1193_AD5,S1194_AD6,S1365_AD1,S1366_AD2,S1367_AD3,S1368_AD4,S1369_AD5,S1370_AD6
,#048,#049,#050,#051,#052,#053,#086,#087,#088,#089,#090,#091,#095,#096,#097,#098,#099,#100,#103,#104,#105,#106,#107,#108
400.1635,0.00974971,0.007554614,0.01179065,0.007212107,0.01229677,0.009500721,0.009964,0.01017251,0.009912695,0.006387523,0.007334448,0.008678745,0.01232022,0.007937674,0.01129173,0.008998925,-0.008070819,0.008092837,0.009342409,0.008255261,0.008953509,-0.008121588,0.009004791,0.007258048
400.6456,0.01666979,0.01249666,0.01794195,0.01243628,0.01830757,0.01597138,0.0166565,0.01627371,0.01651472,0.01116406,0.01300852,0.01499203,0.01842999,0.0141537,0.01763442,0.01584287,0.005650214,0.01436133,0.01590983,0.01471787,0.01574798,0.005757887,0.0156921,0.01260529
401.1277,0.01778047,0.01374776,0.01864124,0.01358758,0.01896677,0.01694473,0.01751959,0.01715273,0.01743678,0.01251171,0.01433291,0.01599591,0.01921379,0.01551829,0.01845169,0.01711947,0.01408485,0.0156611,0.01684521,0.01600412,0.01704962,0.01424501,0.01674284,0.01383817
401.6098,0.02032463,0.01641333,0.02072328,0.01622816,0.02088482,0.01936648,0.01997018,0.01929551,0.01978466,0.01476368,0.016818,0.0184179,0.02128869,0.01824683,0.02066719,0.01979976,0.01250048,0.01823142,0.01926081,0.01868906,0.01965586,0.01261263,0.01926626,0.01646068
402.0919,0.02102293,0.0172995,0.02113081,0.01705122,0.02128498,0.0200798,0.02055308,0.01988415,0.02036035,0.01563543,0.01766051,0.01909436,0.02178312,0.01912828,0.02119034,0.02057392,0.0177475,0.01904364,0.019845,0.01948524,0.02039491,0.01780619,0.01987535,0.01728185
402.5741,0.02261765,0.01918816,0.02234364,0.0189135,0.02247025,0.02167596,0.02209297,0.021235,0.02182387,0.01713906,0.01928827,0.02063176,0.02302029,0.02088464,0.02252601,0.02220075,0.01655202,0.0206647,0.021339,0.02119628,0.02198978,0.01657043,0.02137785,0.01905566
403.0562,0.02310046,0.01980111,0.02257401,0.01949888,0.02279446,0.02222997,0.02250549,0.02166794,0.02224958,0.01770683,0.0198533,0.02109722,0.02332143,0.02142051,0.02285741,0.0226448,0.0202368,0.02117564,0.02174176,0.02171949,0.02244896,0.02020771,0.02170639,0.01958342
403.5383,0.0242687,0.0212535,0.02341499,0.02091693,0.0237083,0.02341479,0.0236252,0.02266493,0.02335964,0.01881235,0.02106457,0.02220101,0.0241687,0.02264599,0.02379666,0.0237566,0.01925203,0.02232983,0.02284063,0.02298005,0.02360748,0.01924596,0.02273622,0.02090482
404.0204,0.02469437,0.0217346,0.02362179,0.02137612,0.02405005,0.02387714,0.02398383,0.02305241,0.023783,0.01924669,0.02153595,0.0225749,0.02440299,0.02301799,0.02408181,0.02408277,0.02208721,0.02273215,0.02320805,0.02342946,0.02401052,0.02212437,0.02299916,0.02132888
404.5026,0.02573819,0.02301246,0.02436778,0.02260735,0.02488331,0.0248801,0.02495941,0.02393519,0.02480028,0.02021332,0.02261569,0.02351549,0.0251183,0.02405755,0.02490704,0.02504263,0.02137258,0.02374557,0.02417823,0.02455984,0.02506445,0.02152894,0.02392374,0.02251822
404.9847,0.02623928,0.0235081,0.02465209,0.02308728,0.02527638,0.02534779,0.02537485,0.02437612,0.02530008,0.02066567,0.02312799,0.02392167,0.02538972,0.02447437,0.02525895,0.02543931,0.02381483,0.02420837,0.02459307,0.02507751,0.02555628,0.02413264,0.02430621,0.02301566
405.4668,0.02724613,0.02470548,0.02536741,0.02424702,0.02603834,0.02625875,0.02629204,0.0252191,0.02626668,0.02158795,0.0241471,0.02480153,0.02604932,0.02548558,0.02604481,0.02637467,0.02335335,0.02518776,0.02548514,0.02615693,0.02657958,0.02386854,0.02525019,0.02417405
405.9489,0.02774207,0.02516183,0.02565441,0.02471149,0.02637398,0.02668624,0.02669193,0.025652,0.02674339,0.02202354,0.02462253,0.02519959,0.02630542,0.02593024,0.02638823,0.02678766,0.02550013,0.02564615,0.02586161,0.02665261,0.02705774,0.02625544,0.02569258,0.02466649
406.4311,0.02859129,0.02618353,0.02625247,0.0257153,0.02695529,0.0274391,0.02745047,0.02636001,0.02754777,0.02282104,0.02547445,0.02594831,0.02684611,0.02683146,0.02703304,0.02759132,0.0250978,0.02647453,0.02659126,0.02755715,0.0279035,0.02606682,0.02654395,0.02565774
406.9132,0.02894617,0.02650583,0.02645717,0.02605593,0.02714217,0.02775073,0.027724,0.02666551,0.02789012,0.02314587,0.02581506,0.02624227,0.02702349,0.02718449,0.02725536,0.02788876,0.02688862,0.02679421,0.02685827,0.02790682,0.02821263,0.02810535,0.02690769,0.02599963
407.3953,0.02961143,0.0273783,0.02695039,0.02689464,0.02756573,0.02836988,0.02832532,0.02719592,0.02852266,0.02380285,0.02651938,0.02684046,0.02746901,0.02794137,0.02773942,0.02852977,0.02646814,0.02744443,0.02746472,0.02863475,0.02884549,0.02786452,0.0276252,0.02680112
407.8774,0.02989304,0.02769971,0.02715384,0.02719434,0.02771486,0.02866845,0.02856872,0.02740099,0.02879244,0.02407244,0.02683756,0.02707007,0.02764773,0.02824917,0.02789407,0.02877015,0.02802431,0.02769688,0.02772935,0.02893255,0.02905633,0.0296387,0.02795245,0.02708212
408.3596,0.03052141,0.02863228,0.02767253,0.0280318,0.02815572,0.02931764,0.02918877,0.02785372,0.02937103,0.02470318,0.02756798,0.02761694,0.0281155,0.02898406,0.02833331,0.02938727,0.02771306,0.02832639,0.02836113,0.0296475,0.02963871,0.02946308,0.02865089,0.02787131
408.8417,0.03084847,0.02911744,0.02796387,0.02842853,0.02840734,0.02972322,0.02954447,0.02805834,0.0296531,0.0250128,0.02799135,0.02786421,0.02836877,0.02934969,0.02851388,0.02969106,0.0292149,0.02865327,0.02871512,0.03001296,0.02989889,0.03113342,0.02902864,0.02823825
409.3238,0.03148123,0.03015768,0.02852362,0.02931942,0.0289239,0.03042709,0.03023414,0.02850346,0.03020411,0.02565468,0.02877699,0.0284001,0.02886365,0.03010068,0.02895083,0.03034204,0.02904632,0.02933538,0.0293769,0.03074159,0.03051286,0.03102769,0.02972439,0.02906931
409.8059,0.03178615,0.03069744,0.02882326,0.02974387,0.02921968,0.03083242,0.03061412,0.02871653,0.03045035,0.02596203,0.02921154,0.0286398,0.02911571,0.0304649,0.02912691,0.03067118,0.03046705,0.0297044,0.02972218,0.03108416,0.0308026,0.03251245,0.03007007,0.02944879
410.2881,0.03230559,0.03163555,0.02930262,0.03054647,0.02967822,0.03140403,0.03119433,0.02913159,0.03090844,0.02653375,0.02989397,0.0291152,0.02953733,0.03112709,0.0295066,0.03127043,0.03030681,0.03034526,0.0302778,0.03168681,0.03137215,0.03229484,0.03064156,0.0301824
410.7702,0.03249061,0.03201398,0.02950721,0.03085888,0.02986803,0.03162109,0.03140372,0.02932788,0.03108496,0.02676821,0.03019352,0.02930916,0.02971836,0.03140072,0.02964349,0.03154734,0.03156156,0.03066079,0.0305061,0.03189586,0.03161443,0.03348305,0.03086119,0.03044978
411.2523,0.03289798,0.03274814,0.02988931,0.03153148,0.03018238,0.03197283,0.03176757,0.02972588,0.03149578,0.0272654,0.03072523,0.02974112,0.0300815,0.03197302,0.03000033,0.03209131,0.03139548,0.03123631,0.0309438,0.03237476,0.03212849,0.03317044,0.03131561,0.03106751
411.7344,0.03306578,0.03301594,0.03007597,0.03180886,0.03027589,0.0320477,0.03182842,0.02995382,0.0317087,0.02748871,0.03095157,0.02995226,0.03028286,0.03224305,0.03019147,0.0323866,0.03260238,0.03155626,0.03113622,0.03256436,0.03238283,0.03425699,0.03151467,0.03132036
412.2166,0.0335202,0.03372302,0.03049866,0.03251412,0.03054377,0.03233787,0.03211369,0.03039714,0.03219099,0.02800689,0.03146661,0.03042039,0.03071349,0.03285924,0.03064065,0.03298456,0.03258304,0.03217655,0.03158744,0.03309396,0.03294121,0.0341048,0.03200976,0.03199137
412.6987,0.03379532,0.03407454,0.03078981,0.0329083,0.03066725,0.03245404,0.03219737,0.03068686,0.03249981,0.02828509,0.03173941,0.03069078,0.03102271,0.03322324,0.03095681,0.03337191,0.03388232,0.03258811,0.0318462,0.03340176,0.0332786,0.03532692,0.03230871,0.03237068
413.1808,0.03432553,0.03487226,0.03130425,0.03370936,0.03098795,0.03281581,0.03253468,0.03114947,0.03301978,0.02882061,0.03228221,0.03117373,0.03152539,0.03389208,0.03148725,0.03401486,0.03401318,0.03326201,0.03233712,0.03401797,0.03387971,0.03539568,0.03286956,0.03313388
413.6629,0.03462491,0.03529416,0.03165084,0.03415648,0.03117476,0.03300861,0.03268074,0.03141877,0.03330356,0.02907372,0.03255033,0.03141937,0.03185264,0.03426036,0.03182786,0.03439352,0.03529361,0.03367564,0.03260219,0.03436103,0.03421738,0.03665873,0.033183,0.03355033
414.1451,0.03508875,0.0360636,0.03213584,0.03489964,0.03152365,0.03339456,0.03303209,0.03180274,0.03371523,0.02951467,0.03301791,0.03181559,0.0322854,0.03484917,0.03229336,0.03494105,0.03536766,0.0342582,0.03303445,0.03491656,0.03474632,0.03671385,0.03366666,0.03423926
414.6272,0.03529203,0.03640654,0.03240082,0.03523531,0.0317219,0.0335833,0.03317101,0.0319865,0.0338763,0.02965952,0.03319506,0.03196864,0.03249997,0.03512346,0.03252906,0.03520306,0.0364481,0.03454417,0.03323166,0.03516714,0.03500334,0.03779177,0.03387201,0.0345372
415.1093,0.03566717,0.03705868,0.03276835,0.03583559,0.03206313,0.03394232,0.0334965,0.03229826,0.03418599,0.03000478,0.0335815,0.03228395,0.03280289,0.03563597,0.03287527,0.03564348,0.03639369,0.03499208,0.03360677,0.03563206,0.03546925,0.03771653,0.03424921,0.03509592
415.5914,0.03586272,0.03733112,0.03294127,0.03608471,0.03227231,0.0341339,0.03364471,0.03246773,0.0343265,0.03012345,0.03374948,0.03241561,0.0329296,0.03592202,0.03303821,0.03587401,0.03734956,0.03520735,0.03380902,0.03586905,0.03574055,0.03865707,0.03442214,0.03534076
416.0736,0.03630305,0.03795248,0.03324657,0.03664934,0.03263521,0.03452193,0.03400723,0.03280552,0.03467933,0.03050053,0.03418606,0.03274816,0.03318489,0.03651349,0.03335445,0.03634246,0.03733537,0.03564333,0.03422682,0.03638461,0.03627402,0.03861078,0.03483305,0.03591694
416.5557,0.03662443,0.03824512,0.03340214,0.03692173,0.03288212,0.03477764,0.03422799,0.03303026,0.03491133,0.03070372,0.03445703,0.03292912,0.03330744,0.03692965,0.03353354,0.03664964,0.03834949,0.03590458,0.03449434,0.03672637,0.03664803,0.03959523,0.03510205,0.03625211
417.0378,0.03717027,0.03886486,0.03369737,0.03749439,0.03325953,0.03522015,0.03464827,0.03339818,0.03533558,0.03116032,0.03498401,0.03329115,0.03355846,0.03761412,0.03386451,0.037171,0.03846851,0.03638171,0.03493249,0.03731915,0.03723808,0.03966522,0.03560305,0.03691253
417.52,0.03752987,0.03911382,0.03384195,0.03773582,0.03348576,0.03550708,0.03489504,0.03360994,0.03559228,0.03141756,0.03530791,0.03347483,0.03366525,0.03804635,0.03404278,0.03747998,0.03952255,0.03665412,0.03515571,0.03767303,0.03758717,0.04066096,0.03592524,0.03729405
418.0021,0.03799343,0.03961057,0.0341004,0.03819937,0.03378401,0.03592866,0.03527622,0.03390308,0.03596669,0.03186887,0.03581353,0.03379939,0.03387114,0.03862295,0.03433303,0.0379196,0.03964434,0.03707679,0.03546728,0.03816714,0.03803326,0.04070449,0.03639872,0.03791088
418.4842,0.03818647,0.0397207,0.03420739,0.03831257,0.03390386,0.03617363,0.03545208,0.03402217,0.03614518,0.03209218,0.03607941,0.03395205,0.0339381,0.03887885,0.0344625,0.03811327,0.04058137,0.03726707,0.03554461,0.03836027,0.03817464,0.04156434,0.03664365,0.03820099
418.9663,0.03845883,0.04012123,0.03443897,0.03868416,0.03410017,0.03655697,0.03576174,0.03424794,0.03645935,0.03250328,0.0365225,0.03428075,0.03413357,0.03927962,0.03471866,0.03845366,0.04060706,0.03761558,0.035753,0.03869268,0.03841826,0.04153207,0.03702152,0.03871621
419.4484,0.03853746,0.04026194,0.03455814,0.03882359,0.03417613,0.0368138,0.03592581,0.03438011,0.0366589,0.03272933,0.03678112,0.03450905,0.0342528,0.03946476,0.03486787,0.03863444,0.04144097,0.03780044,0.03584246,0.03881911,0.03845987,0.04235772,0.03721748,0.03897369
419.9306,0.03880159,0.0407991,0.03481913,0.03932057,0.0343888,0.03724471,0.03628033,0.03469022,0.03706499,0.03317706,0.0372637,0.03495346,0.03453942,0.03991326,0.0351803,0.03903923,0.04146476,0.03820591,0.03616482,0.03919299,0.03872088,0.04243543,0.03759468,0.03952179
420.4127,0.03896284,0.04112782,0.0349629,0.03963267,0.03452523,0.0375575,0.03652431,0.03494498,0.03739126,0.03345902,0.03758697,0.03529941,0.03475649,0.04023327,0.03539827,0.039325,0.04228465,0.0384845,0.03642365,0.03944372,0.03886815,0.04337538,0.03782459,0.03985662
420.8948,0.03931724,0.04178737,0.03519962,0.04023734,0.03478876,0.03799041,0.03692707,0.03534687,0.03788072,0.03392978,0.03809538,0.0358,0.03509333,0.04080356,0.03574122,0.03979249,0.04230662,0.03895121,0.036881,0.03993561,0.03923519,0.04355472,0.03821132,0.04044664
421.377,0.03952324,0.04212574,0.03527054,0.04054687,0.0349414,0.03823387,0.03716064,0.03563106,0.03821379,0.03419244,0.03839059,0.03613022,0.03530122,0.04117669,0.03594205,0.0400665,0.04302554,0.03923363,0.03720054,0.04025094,0.03944158,0.04444989,0.03840925,0.04076416
421.8591,0.03984304,0.04266055,0.03539787,0.04102056,0.03517045,0.03852742,0.03748186,0.03598558,0.0386204,0.03459768,0.0388151,0.03654856,0.03557325,0.04169651,0.03622309,0.04043801,0.04293232,0.03963554,0.03763025,0.04072513,0.0397958,0.04450105,0.03871649,0.0412664
422.3412,0.03997021,0.04281391,0.03537589,0.04114472,0.03526527,0.03861918,0.03760924,0.03618171,0.03882742,0.03479341,0.03902517,0.03678476,0.03570541,0.04195973,0.03636239,0.04058801,0.04349994,0.03983033,0.03788299,0.04098336,0.0399596,0.04517524,0.03883487,0.04148598
422.8233,0.04020984,0.04317214,0.03546319,0.04144958,0.03543749,0.03880068,0.03784234,0.03644177,0.0391078,0.03515721,0.03940085,0.03713432,0.03592321,0.04235525,0.03661284,0.04085714,0.04335754,0.04015731,0.03824953,0.04140008,0.04028101,0.04506655,0.03909543,0.04192192
423.3055,0.04031608,0.04324285,0.03548727,0.04150684,0.03551151,0.03887392,0.03795292,0.03658058,0.03923994,0.03536815,0.03963628,0.03736319,0.03605417,0.04254306,0.03678247,0.0409804,0.04394802,0.04033188,0.03849106,0.04165303,0.04047073,0.04564093,0.03923549,0.04215547
423.7876,0.04060719,0.04362263,0.03568973,0.04185751,0.03570125,0.03912871,0.03824178,0.03682665,0.03950108,0.03578498,0.04008945,0.03775019,0.03631225,0.04292012,0.03710732,0.04129545,0.04396131,0.04068442,0.03889215,0.04211218,0.04087044,0.04558065,0.03956767,0.04266405
424.2697,0.0408285,0.04379954,0.03586583,0.04205218,0.0358252,0.03933862,0.03846161,0.03699021,0.03965934,0.03606081,0.0404165,0.03803246,0.03650311,0.0431367,0.03736735,0.04151327,0.04472577,0.04090936,0.03919101,0.0424351,0.04116667,0.04624796,0.03979827,0.04299189
424.7518,0.04124224,0.04429011,0.03619691,0.04254822,0.03606341,0.03972264,0.03885033,0.03726608,0.03994774,0.03650125,0.04090565,0.03843281,0.03679629,0.0435359,0.03774531,0.04190825,0.04490708,0.04128488,0.03961438,0.04292942,0.04163622,0.04631313,0.04017939,0.04353811
425.2339,0.04155079,0.04453233,0.0364439,0.042839,0.03621633,0.04000267,0.03911668,0.0374475,0.04011228,0.03674236,0.04118371,0.03866629,0.03697891,0.04373944,0.03799617,0.04215618,0.04572333,0.04148561,0.03987291,0.04322232,0.04193011,0.04701822,0.04039314,0.04381648
425.7161,0.04197885,0.04500607,0.03677144,0.0433379,0.03645023,0.04036402,0.03946804,0.03771682,0.04037322,0.03708812,0.04153533,0.0389527,0.03721697,0.04407302,0.03829533,0.0425124,0.04586941,0.04178616,0.04018565,0.04360817,0.04230749,0.04706373,0.04068844,0.04422148
426.1982,0.04224284,0.04518983,0.03697049,0.04357248,0.03658357,0.04055435,0.03963944,0.03788731,0.04050482,0.03722232,0.04164694,0.03905377,0.03733222,0.04419512,0.03843608,0.04268952,0.04655812,0.0419062,0.04030988,0.04376192,0.04246232,0.0476745,0.04079848,0.04433555
426.6803,0.04259186,0.04560954,0.03724082,0.04400174,0.03679952,0.04080143,0.0398777,0.03815804,0.0407525,0.0374902,0.04186425,0.03923415,0.03752163,0.04446776,0.03863309,0.04298226,0.04659603,0.04216024,0.04051358,0.04402858,0.04270447,0.04766271,0.04101998,0.04461901
427.1624,0.04278441,0.0458053,0.03741305,0.04421972,0.03693882,0.04091074,0.03997356,0.03836207,0.04091683,0.03761414,0.04193073,0.03929877,0.0376358,0.04458991,0.03872061,0.04314695,0.04720579,0.04230383,0.04060334,0.04413731,0.04278607,0.04825657,0.04113037,0.04471581
427.6446,0.04307843,0.04630061,0.03768877,0.044693,0.03717883,0.04112909,0.04019033,0.03868726,0.04122959,0.03792911,0.04219182,0.03950948,0.03786281,0.04491524,0.0389142,0.04347519,0.04725292,0.04263747,0.04084661,0.04443457,0.0430279,0.04832446,0.04141797,0.04507829
428.1267,0.04322939,0.0466084,0.03788393,0.04499757,0.03734602,0.04125796,0.04031444,0.03894764,0.04146552,0.03812943,0.04236006,0.0396491,0.03803086,0.04511604,0.03903281,0.04370132,0.04788444,0.04288383,0.04102613,0.04462644,0.04316907,0.04901233,0.04162968,0.04531042
428.6088,0.04346527,0.04717597,0.03816092,0.04553109,0.0375852,0.04150439,0.04056781,0.03929508,0.04180986,0.03849566,0.04271445,0.03993037,0.03828723,0.04548926,0.03925186,0.0440661,0.04795547,0.04328441,0.04135325,0.04500025,0.04348068,0.0491657,0.04199421,0.04578366
429.0909,0.04353067,0.04747207,0.03831477,0.04582512,0.03770804,0.04163952,0.0407059,0.03952917,0.04201753,0.03869465,0.04292395,0.04010768,0.03844083,0.04567842,0.03936741,0.04427866,0.04853284,0.04353185,0.0415736,0.04522407,0.04366708,0.04984132,0.04222558,0.04605368
429.5731,0.04365506,0.04792053,0.03850168,0.04624919,0.03785716,0.04185005,0.04092801,0.03980076,0.0422734,0.03899826,0.04324536,0.04037952,0.03863572,0.0459714,0.03954336,0.04457283,0.0485121,0.04385967,0.0418778,0.04556334,0.04397458,0.04991286,0.0425402,0.04646893
430.0552,0.04362116,0.04804225,0.03854871,0.0463769,0.03787535,0.04192784,0.04100874,0.03994104,0.04237446,0.03911152,0.04338026,0.04052559,0.03871209,0.04605386,0.03959827,0.04469762,0.04896284,0.04400289,0.04203639,0.04571481,0.04412581,0.05044125,0.04268917,0.04663022
430.5373,0.04369561,0.04832776,0.03864874,0.04663702,0.03793927,0.04209066,0.04117638,0.04013209,0.04254973,0.03934765,0.04363054,0.04077243,0.03884656,0.04625984,0.03972049,0.0449294,0.04888243,0.04424268,0.04227384,0.0459801,0.04439198,0.05040603,0.04293128,0.04694185
431.0194,0.04369225,0.0483752,0.03866656,0.04667716,0.0379262,0.04216891,0.04124507,0.04023342,0.04263583,0.03945287,0.04374872,0.04092976,0.03890934,0.04631992,0.03975558,0.04505647,0.04934139,0.04436038,0.04240094,0.04609767,0.04452945,0.05088208,0.0430605,0.04706608
431.5016,0.04386524,0.04868991,0.03879637,0.04694603,0.03801573,0.0423856,0.04144876,0.040422,0.04285771,0.03973789,0.04404386,0.04121826,0.03907317,0.0465651,0.03988928,0.04534842,0.04937063,0.04463725,0.04264591,0.04636887,0.04480959,0.05089516,0.04333431,0.04741228
431.9837,0.04399285,0.04884308,0.03888398,0.04707422,0.0380699,0.04255455,0.04158712,0.04053674,0.04302375,0.0399235,0.04424823,0.04142583,0.03918785,0.04669738,0.03995311,0.04556191,0.049954,0.0448286,0.04280436,0.04651103,0.04497461,0.05144086,0.0435215,0.0476157
432.4658,0.04426917,0.04926016,0.03907961,0.04744269,0.03823097,0.04285299,0.04184927,0.04071787,0.0433047,0.04026653,0.04461485,0.04172924,0.03938781,0.04699084,0.04010279,0.04590844,0.05008373,0.0451614,0.04306332,0.0467771,0.0452586,0.05151234,0.04382717,0.04801896
432.9479,0.04443438,0.04945094,0.03919948,0.04762705,0.03833486,0.04306024,0.04200251,0.04078777,0.04347534,0.04045505,0.04483639,0.04189385,0.0395021,0.04711552,0.04015752,0.04611045,0.05066118,0.04535769,0.04319493,0.04685947,0.04538633,0.0520209,0.04398954,0.04821428
433.4301,0.04466835,0.04980372,0.0393794,0.04797059,0.03850815,0.04333291,0.04221759,0.0408887,0.04369552,0.04073307,0.04514502,0.04209328,0.03966035,0.04733815,0.04027323,0.04636994,0.0507022,0.04563291,0.04337992,0.04700958,0.04559007,0.05198749,0.04420511,0.04852539
433.9122,0.04474397,0.04986159,0.03945602,0.04807275,0.03860046,0.04346929,0.04228514,0.04087602,0.04377033,0.04081942,0.04525835,0.04212637,0.03971656,0.04736937,0.04029665,0.04644761,0.051124,0.04574256,0.04342055,0.04696279,0.0456291,0.05233655,0.04424722,0.04858376
434.3943,0.04488699,0.05007128,0.03959373,0.0483213,0.03875884,0.04365812,0.04241292,0.04092713,0.04390111,0.04099863,0.04544796,0.04220643,0.0398273,0.04752301,0.04040851,0.04659306,0.05104394,0.04594278,0.04353288,0.04702017,0.04577151,0.05219411,0.044355,0.04876418
434.8764,0.0449188,0.05005016,0.0396605,0.04837655,0.03885756,0.04373809,0.04243714,0.04092595,0.04393578,0.04103404,0.04547958,0.04217182,0.03987024,0.04755244,0.04047459,0.04661294,0.05140344,0.04602816,0.04355291,0.04696194,0.0458083,0.05250488,0.04434333,0.04875191
435.3586,0.04507652,0.05027157,0.03982373,0.04864521,0.03904609,0.04391041,0.04258012,0.04104572,0.04408403,0.04122063,0.04564159,0.04224307,0.03999645,0.04776824,0.04066297,0.04676232,0.05136334,0.04625469,0.04369519,0.04708978,0.04600119,0.05243586,0.04445483,0.04892937
435.8407,0.04516565,0.05034139,0.03993671,0.04877593,0.03918753,0.04400634,0.04266914,0.04114563,0.04417867,0.04130984,0.04569437,0.04224609,0.04006354,0.04789181,0.04081211,0.04682584,0.05179685,0.04639171,0.04377339,0.04715458,0.04611371,0.05285579,0.04448501,0.04896034
436.3228,0.04537732,0.05067155,0.04013162,0.04911997,0.03940201,0.04419404,0.04288507,0.04135488,0.04438801,0.04155769,0.04589328,0.04236666,0.04018943,0.04817374,0.04104847,0.04701026,0.05182903,0.04664578,0.04395809,0.0473988,0.04635827,0.05288944,0.04463455,0.04917544
436.8049,0.04548229,0.05081401,0.04023946,0.04928041,0.039533,0.04427988,0.04301823,0.04150236,0.04451394,0.04168735,0.04597444,0.04240745,0.04021698,0.04829736,0.04118792,0.04706815,0.05225399,0.04675654,0.04403591,0.04752994,0.04646906,0.05332211,0.04467516,0.04920819
437.287,0.04565544,0.05114432,0.04038702,0.04958016,0.03969393,0.04442101,0.04322446,0.04170523,0.04470946,0.04193898,0.04617945,0.04254298,0.04026898,0.04850363,0.04135535,0.0471967,0.05221292,0.04692645,0.04417077,0.0477691,0.04665182,0.05329476,0.04480365,0.04938438
437.7692,0.04569249,0.05123766,0.04043261,0.04964988,0.03974973,0.0444462,0.04330779,0.04181333,0.0447956,0.04205421,0.04626136,0.04259304,0.0402221,0.0485178,0.04139887,0.04717996,0.05251387,0.04693458,0.04417969,0.04784935,0.04667464,0.05361194,0.04482322,0.04937906
438.2513,0.04580596,0.05151355,0.04053706,0.04985875,0.03984215,0.044544,0.0434544,0.04197384,0.0449537,0.04229711,0.04648113,0.04275169,0.04023399,0.04863527,0.04148145,0.04725496,0.05238934,0.04703168,0.04426308,0.04803066,0.04678397,0.0535119,0.04496314,0.0495629
438.7334,0.04583063,0.05160365,0.04058944,0.04989254,0.03986456,0.04457423,0.0435084,0.04206637,0.04503432,0.04243555,0.04661026,0.04285676,0.04020747,0.04863163,0.04148505,0.04724109,0.05267101,0.04703815,0.04427031,0.04808788,0.04678467,0.05382768,0.04505029,0.04964594
439.2155,0.04598531,0.05193993,0.04075016,0.05013398,0.03996329,0.04472663,0.04367021,0.04224197,0.0452211,0.04273062,0.04689844,0.04309368,0.04029474,0.04880833,0.04157622,0.04737481,0.05262522,0.04720642,0.04440067,0.04828795,0.04692391,0.05382925,0.04529973,0.04998388
439.6977,0.04608748,0.05213574,0.0408868,0.050252,0.04002048,0.04484222,0.04377804,0.04236732,0.04535037,0.04293357,0.04709321,0.04327967,0.04037521,0.04891637,0.04162295,0.04745244,0.05302334,0.04733121,0.0444829,0.04839132,0.04698642,0.05428354,0.04550406,0.05024423
440.1798,0.04631496,0.0525636,0.04111807,0.05057546,0.0401546,0.04507162,0.04399968,0.04256407,0.04557378,0.04327141,0.04740698,0.04356657,0.04056294,0.04920325,0.04176122,0.04766713,0.05309413,0.04761512,0.04467746,0.04862709,0.04718013,0.05441247,0.04582807,0.05071362
440.6619,0.04645525,0.05278967,0.04127977,0.0507299,0.04022808,0.04522659,0.04414401,0.04268035,0.04570788,0.04347783,0.04757201,0.04375432,0.04071107,0.04937975,0.04183908,0.04778779,0.05354032,0.04781638,0.04478915,0.04873316,0.04726681,0.05490742,0.04603648,0.05101703
441.144,0.04667205,0.05315756,0.04147559,0.05101764,0.04034987,0.04544447,0.0443587,0.0428329,0.04589814,0.043776,0.04780576,0.04399341,0.04092207,0.04967251,0.04198452,0.04799876,0.0535958,0.04811888,0.04497197,0.04893388,0.04744924,0.05499228,0.04629182,0.05142724
441.6262,0.04677425,0.05326279,0.04156014,0.05108884,0.04039629,0.04555744,0.04446401,0.04289058,0.04598271,0.04392758,0.04788062,0.04411207,0.04106357,0.04981517,0.04206106,0.04809537,0.05397651,0.0483001,0.04505576,0.0489983,0.04751712,0.05537658,0.04639828,0.05161258
442.1083,0.0469587,0.05350339,0.04167173,0.05129143,0.04049673,0.04573575,0.04463309,0.04299754,0.04613436,0.04418609,0.04805641,0.04429382,0.04125961,0.05007238,0.04221538,0.04829521,0.05399085,0.04857463,0.04522629,0.04918866,0.047706,0.05536926,0.04656778,0.05190581
442.5904,0.04706925,0.05354389,0.04170559,0.05133289,0.04054908,0.04584748,0.0447213,0.04304818,0.04621608,0.04434023,0.04813816,0.04439677,0.04139991,0.05022103,0.04232796,0.04842336,0.05438518,0.04875339,0.04534152,0.04930761,0.04783321,0.05571938,0.04664834,0.05203624
443.0725,0.0473072,0.05380999,0.04181695,0.05158115,0.04068433,0.04607089,0.04491522,0.04318828,0.04639883,0.04463773,0.04837814,0.04460515,0.04160944,0.05053434,0.0425395,0.04869333,0.05449515,0.04905437,0.04558354,0.04961269,0.04812647,0.05577065,0.04685565,0.05234909
443.5547,0.04749654,0.05395548,0.04189555,0.05173146,0.04078777,0.04625851,0.04506408,0.04329701,0.04652708,0.04484327,0.04854853,0.04475906,0.04176612,0.05077226,0.04271277,0.0489041,0.0550174,0.04927157,0.04578604,0.04987635,0.04837351,0.05621926,0.04701137,0.05254871
444.0368,0.04779589,0.05434871,0.04206692,0.05209986,0.04096387,0.0465499,0.04532361,0.04349051,0.04673934,0.04516478,0.04885086,0.04500875,0.04197273,0.05116307,0.04296124,0.04922491,0.05524229,0.04958652,0.04608965,0.05030187,0.04875342,0.05636059,0.04728118,0.05292074
