,S537_AD1,S538_AD2,S539_AD3,S540_AD4,S541_AD5,S542_AD6,S958_AD1,S959_AD2,S960_AD3,S961_AD4,S962_AD5,S963_AD6,S1189_AD1,S1190_AD2,S1191_AD3,S1192_AD4,S1193_AD5,S1194_AD6,S1365_AD1,S1366_AD2,S1367_AD3,S1368_AD4,S1369_AD5,S1370_AD6
,#048,#049,#050,#051,#052,#053,#086,#087,#088,#089,#090,#091,#095,#096,#097,#098,#099,#100,#103,#104,#105,#106,#107,#108
400.1635,52.0922,43.11664,59.30666,45.55128,58.35863,54.56323,55.71703,56.72152,54.77509,47.49572,48.17731,53.91257,58.80069,47.79644,57.98498,50.86827,41.44756,49.69315,54.62512,48.88828,49.52008,41.29664,52.4476,45.76043
400.6456,52.21007,43.11065,59.29854,45.5344,58.58225,54.5465,55.68424,56.7023,54.81642,47.3792,48.16066,53.86823,58.79612,47.77285,57.92649,50.81488,41.48179,49.67958,54.59174,48.89709,49.63988,41.40517,52.49684,45.73618
401.1277,52.239,43.03386,59.27668,45.4263,58.72769,54.41849,55.60092,56.61671,54.80272,47.24526,48.08944,53.75565,58.75262,47.68934,57.83809,50.74305,41.45318,49.61409,54.52965,48.86367,49.72612,41.44801,52.5056,45.64468
401.6098,52.22262,42.93259,59.27219,45.27807,58.80791,54.22861,55.49858,56.50053,54.76196,47.13457,48.01077,53.62455,58.70944,47.60692,57.75826,50.69924,41.41708,49.54799,54.46665,48.82664,49.8056,41.46988,52.52193,45.54539
402.0919,52.20082,42.84939,59.30398,45.14121,58.84131,54.02983,55.40918,56.3871,54.71443,47.07617,47.9588,53.51701,58.69812,47.57565,57.71614,50.71675,41.41994,49.52112,54.42141,48.81379,49.89782,41.50619,52.58082,45.48522
402.5741,52.1926,42.8052,59.36916,45.04568,58.84113,53.85877,55.3479,56.29322,54.66449,47.07505,47.94188,53.45305,58.72956,47.6141,57.71675,50.79791,41.47798,49.54315,54.39552,48.82947,50.00204,41.56167,52.68491,45.47676
403.0562,52.18674,42.78865,59.44141,44.98726,58.80716,53.72215,55.30485,56.21157,54.59714,47.10594,47.9374,53.42154,58.78701,47.69965,57.73785,50.91047,41.56832,49.5892,54.36938,48.84933,50.09241,41.60458,52.80106,45.49397
403.5383,52.15319,42.76637,59.48369,44.9353,58.73164,53.60165,55.25155,56.11705,54.4881,47.12652,47.90784,53.39051,58.8382,47.78346,57.74242,51.00328,41.64388,49.61465,54.31495,48.83546,50.13202,41.58389,52.87675,45.48862
404.0204,52.06398,42.70589,59.46764,44.85494,58.60946,53.47195,55.16023,55.98535,54.32223,47.10024,47.8238,53.3283,58.85329,47.81653,57.69919,51.03257,41.66096,49.58075,54.21287,48.75879,50.09395,41.45906,52.86744,45.41943
404.5026,51.913,42.59615,59.38752,44.72894,58.45045,53.32028,55.02141,55.80847,54.10523,47.01461,47.6823,53.22118,58.82205,47.77468,57.59985,50.98199,41.60259,49.47539,54.06559,48.61722,49.97895,41.22402,52.75846,45.27502
404.9847,51.72309,42.4547,59.26404,44.56846,58.28247,53.15571,54.85255,55.60296,53.86623,46.8868,47.50972,53.08149,58.75755,47.66776,57.46362,50.87045,41.48797,49.3204,53.89843,48.43883,49.81884,40.91464,52.57174,45.08121
405.4668,51.53728,42.31785,59.13348,44.40644,58.14412,53.00494,54.69018,55.40392,53.64669,46.75345,47.34841,52.94015,58.68874,47.53226,57.32865,50.74039,41.36088,49.16023,53.74753,48.26925,49.6646,40.59402,52.35443,44.88755
405.9489,51.39751,42.21857,59.02937,44.27799,58.06725,52.8947,54.57119,55.24913,53.48202,46.65104,47.23361,52.83003,58.64264,47.40967,57.23288,50.63617,41.2659,49.03913,53.64075,48.14857,49.56341,40.32412,52.15564,44.74104
406.4311,51.32366,42.16499,58.96489,44.19901,58.06012,52.83327,54.51061,55.16066,53.38519,46.59606,47.17373,52.76847,58.62866,47.32429,57.19525,50.58078,41.22408,48.97779,53.58162,48.09027,49.53615,40.13703,52.00274,44.6608
406.9132,51.30397,42.13254,58.92617,44.1553,58.10039,52.802,54.49248,55.13509,53.34242,46.57778,47.14519,52.74902,58.63269,47.27166,57.20733,50.56614,41.22274,48.96364,53.54717,48.07557,49.56908,40.02398,51.89141,44.62942
407.3953,51.30418,42.07705,58.8819,44.1113,58.14561,52.76434,54.47768,55.14723,53.32286,46.56701,47.10675,52.74791,58.62652,47.22574,57.24066,50.56099,41.2254,48.95971,53.50114,48.06616,49.62388,39.94744,51.79464,44.60486
407.8774,51.28883,41.9594,58.80233,44.03116,58.15305,52.68599,54.42582,55.16568,53.29792,46.53434,47.02283,52.73897,58.5849,47.1577,57.26456,50.53152,41.19513,48.92679,53.41456,48.02749,49.65928,39.86877,51.68371,44.54662
408.3596,51.24139,41.76845,58.67648,43.89956,58.10052,52.55564,54.31808,55.16721,53.25509,46.46713,46.8838,52.70823,58.50061,47.05475,57.26194,50.4596,41.11481,48.8433,53.28194,47.94823,49.6515,39.77222,51.54749,44.4373
408.8417,51.17204,41.52859,58.51865,43.73008,57.99546,52.39291,54.16824,55.1459,53.20235,46.37502,46.71059,52.65926,58.38831,46.9273,57.23584,50.35159,40.9956,48.71509,53.12397,47.84545,49.60246,39.67344,51.40006,44.29137
409.3238,51.10968,41.28949,58.36072,43.55759,57.87101,52.24136,54.01723,55.10975,53.15908,46.28236,46.5442,52.6077,58.27678,46.8022,57.20309,50.23117,40.86768,48.56836,52.97713,47.75376,49.53392,39.60703,51.27156,44.14428
409.8059,51.08289,41.10229,58.23542,43.41862,57.7691,52.14835,53.91428,55.07096,53.14054,46.21288,46.42398,52.5688,58.19175,46.70507,57.18029,50.12374,40.76075,48.43332,52.87374,47.7041,49.47103,39.60249,51.18958,44.03092
410.2881,51.10143,40.99423,58.15787,43.33039,57.72088,52.1414,53.89198,55.03492,53.14534,46.17479,46.36761,52.54634,58.14098,46.64437,57.17001,50.03971,40.68455,48.32519,52.82503,47.70491,49.42619,39.66091,51.16081,43.96412
410.7702,51.14813,40.95604,58.11717,43.2808,57.73174,52.21457,53.95133,54.99517,53.15363,46.15609,46.36265,52.52914,58.10874,46.60481,57.15659,49.96863,40.62244,48.23671,52.81552,47.73544,49.39169,39.74952,51.16544,43.92738
411.2523,51.18844,40.94902,58.08203,43.2359,57.78167,52.33222,54.0624,54.93769,53.13713,46.13283,46.37659,52.49831,58.06514,46.55719,57.11381,49.88683,40.54165,48.14421,52.81309,47.75758,49.34669,39.81547,51.16701,43.88432
411.7344,51.18944,40.92746,58.0181,43.15999,57.83698,52.44713,54.18108,54.85197,53.07714,46.0848,46.37587,52.43985,57.98286,46.47589,57.02047,49.77381,40.41408,48.0246,52.78753,47.73669,49.27163,39.81292,51.13249,43.80074
412.2166,51.13836,40.86241,57.90597,43.03587,57.86753,52.52229,54.27033,54.73968,52.97535,46.00845,46.3443,52.3545,57.85326,46.3545,56.87359,49.62609,40.23392,47.87075,52.72635,47.66011,49.16239,39.72565,51.04963,43.66381
412.6987,51.04919,40.75366,57.7504,42.87403,57.85931,52.54417,54.31463,54.61773,52.85617,45.91988,46.2892,52.25926,57.69163,46.20957,56.69276,49.46217,40.02414,47.69838,52.63946,47.54295,49.03405,39.57547,50.93348,43.48994
413.1808,50.95434,40.62674,57.57827,42.70716,57.81668,52.52355,54.32139,54.51055,52.75433,45.84648,46.23452,52.17929,57.53116,46.07121,56.51284,49.31305,39.82584,47.53881,52.5515,47.41909,48.91338,39.41059,50.8172,43.31554
413.6629,50.88638,40.51591,57.42502,42.57239,57.75526,52.48394,54.31107,54.43835,52.69795,45.81122,46.20403,52.13453,57.40714,45.96542,56.36887,49.20638,39.67822,47.42298,52.48576,47.32183,48.82321,39.28128,50.73364,43.17749
414.1451,50.8595,40.44451,57.31767,42.49179,57.69065,52.44563,54.30118,54.40548,52.69281,45.81867,46.20566,52.12861,57.34047,45.8985,56.28005,49.15042,39.59793,47.36448,52.44992,47.26556,48.76863,39.2149,50.69709,43.0928
414.6272,50.8613,40.41373,57.26367,42.46209,57.62918,52.41428,54.29589,54.39811,52.71988,45.8517,46.22573,52.14695,57.32947,45.85254,56.24271,49.12989,39.57133,47.35299,52.43181,47.23835,48.73351,39.20452,50.69582,43.05083
415.1093,50.86083,40.40582,57.25097,42.46006,57.56721,52.38094,54.28501,54.39203,52.74585,45.88009,46.23692,52.16535,57.35445,45.79639,56.23545,49.11505,39.56329,47.36089,52.40841,47.21126,48.69032,39.21749,50.69991,43.0208
415.5914,50.82634,40.39844,57.25847,42.45833,57.49667,52.33072,54.25335,54.36608,52.74094,45.87582,46.21309,52.16293,57.3902,45.70305,56.23251,49.07876,39.53671,47.35923,52.36082,47.15609,48.61657,39.2162,50.67798,42.97031
416.0736,50.74321,40.37975,57.26815,42.44159,57.4142,52.25449,54.19204,54.31297,52.69265,45.82586,46.14328,52.13234,57.41965,45.56536,56.21697,49.00985,39.47012,47.33149,52.28669,47.06179,48.50868,39.17852,50.61325,42.882
416.5557,50.62269,40.35541,57.273,42.41412,57.32694,52.15549,54.10621,54.24313,52.61096,45.73649,46.03629,52.08142,57.43946,45.40123,56.187,48.91911,39.36647,47.28092,52.20327,46.94137,48.38624,39.10767,50.51069,42.76138
417.0378,50.49907,40.3451,57.27719,42.39591,57.25246,52.04882,54.01412,54.17928,52.52162,45.62857,45.91631,52.02711,57.45832,45.24738,56.1537,48.83256,39.24933,47.22597,52.14042,46.82687,48.28584,39.028,50.39403,42.63274
417.52,50.41493,40.36887,57.28963,42.40876,57.21128,51.95351,53.93929,54.14436,52.45256,45.52649,45.81054,51.98359,57.48698,45.14265,56.13192,48.77802,39.15052,47.18951,52.12463,46.75393,48.24485,38.97004,50.29381,42.52589
418.0021,50.40028,40.43012,57.3148,42.45857,57.21566,51.88068,53.89639,54.14649,52.41657,45.44466,45.73436,51.95096,57.5272,45.10728,56.12839,48.76754,39.0926,47.18283,52.1619,46.74241,48.28178,38.95006,50.23118,42.45837
418.4842,50.45384,40.50587,57.34644,42.52461,57.25873,51.82498,53.88077,54.17037,52.40163,45.37964,45.68237,51.91167,57.56541,45.12788,56.13453,48.78768,39.07662,47.19695,52.2276,46.78122,48.38201,38.95768,50.20638,42.42442
418.9663,50.54172,40.55547,57.37101,42.56762,57.3162,51.76815,53.86932,54.18279,52.3764,45.31405,45.63311,51.84015,57.57849,45.16242,56.13027,48.80574,39.08376,47.20634,52.27613,46.83199,48.50246,38.96072,50.19983,42.39828
419.4484,50.61741,40.5458,57.3788,42.55452,57.35871,51.69362,53.83609,54.15264,52.31157,45.23107,45.56573,51.72094,57.54908,45.16489,56.09837,48.79108,39.09135,47.18612,52.26593,46.85129,48.5947,38.92873,50.18762,42.35315
419.9306,50.65004,40.47421,57.3739,42.48193,57.36998,51.60206,53.77102,54.06974,52.19999,45.12836,45.47638,51.56152,57.47902,45.11325,56.03756,48.73536,39.09061,47.12919,52.18394,46.81643,48.63218,38.85567,50.1591,42.28038
420.4127,50.6398,40.37131,57.37427,42.37973,57.35429,51.51379,53.68735,53.95095,52.06227,45.02013,45.38065,51.38978,57.38911,45.01942,55.96355,48.65786,39.09233,47.05112,52.05021,46.7357,48.62016,38.76604,50.12318,42.19461
420.8948,50.61168,40.28304,57.40097,42.29343,57.3307,51.45774,53.61213,53.82852,51.93396,44.92706,45.30238,51.23885,57.30806,44.91813,55.89923,48.59127,39.11584,46.97878,51.9034,46.63842,48.58573,38.69911,50.09909,42.1218
421.377,50.5957,40.24654,57.46486,42.25974,57.31992,51.45445,53.57022,53.73306,51.84652,44.86292,45.25712,51.13046,57.25664,44.84444,55.86045,48.56252,39.17317,46.93445,51.77802,46.55444,48.55661,38.68632,50.10161,42.08112
421.8591,50.60885,40.27318,57.55886,42.28912,57.33307,51.50424,53.56963,53.67994,51.81332,44.82597,45.24278,51.06603,57.23914,44.81675,55.84722,48.57834,39.25756,46.92419,51.68887,46.4981,48.54522,38.73478,50.13008,42.07324
422.3412,50.64638,40.34583,57.65846,42.36241,57.36664,51.58491,53.59785,53.66531,51.8261,44.80037,45.24029,51.02855,57.2426,44.83052,55.84395,48.62334,39.34381,46.93693,51.62834,46.46355,48.54392,38.82488,50.16794,42.08059
422.8233,50.68588,40.42895,57.73104,42.441,57.40604,51.6605,53.62712,53.67118,51.86182,44.76521,45.22463,50.99339,57.24546,44.86524,55.82778,48.66881,39.39885,46.95178,51.57529,46.43193,48.53237,38.92076,50.19141,42.07754
423.3055,50.69948,40.48646,57.74957,42.48554,57.43356,51.69674,53.62882,53.67639,51.89565,44.70657,45.17873,50.94191,57.22908,44.89742,55.7812,48.68805,39.39803,46.95105,51.50986,46.38519,48.49182,38.98821,50.18265,42.04591
423.7876,50.66926,40.49899,57.70482,42.47433,57.43779,51.6767,53.58748,53.66641,51.9123,44.62637,45.10526,50.87217,57.18802,44.91418,55.7021,48.66908,39.33772,46.92983,51.42665,46.31847,48.41811,39.01064,50.14039,41.98656
424.2697,50.59645,40.47139,57.6097,42.41235,57.41933,51.60856,53.50969,53.63949,51.91198,44.54253,45.0267,50.8003,57.13225,44.91887,55.60643,48.62089,39.23891,46.89915,51.33886,46.24496,48.32683,38.99591,50.08205,41.92086
424.7518,50.50109,40.42706,57.49301,42.32634,57.3894,51.52161,53.42083,53.60365,51.90607,44.47946,44.97504,50.75172,57.08164,44.92697,55.52126,48.56632,39.13729,46.87821,51.27164,46.18948,48.24728,38.9692,50.03469,41.87965
425.2339,50.41102,40.39223,57.38558,42.24834,57.36169,51.45123,53.35226,53.56911,51.90714,44.45468,44.97478,50.74672,57.05376,44.95409,55.47145,48.52899,39.06599,46.88194,51.24687,46.17397,48.20716,38.95692,50.02016,41.88572
425.7161,50.34862,40.37971,57.30631,42.19774,57.34459,51.42152,53.32474,53.53973,51.91873,44.46807,45.02914,50.78859,57.05381,45.00457,55.46741,48.51937,39.03999,46.9104,51.27,46.20454,48.21869,38.97061,50.04234,41.93989
426.1982,50.32156,40.38236,57.25574,42.17231,57.33625,51.43546,53.33959,53.51009,51.93236,44.50179,45.11779,50.86102,57.07175,45.06752,55.50102,48.53028,39.0517,46.94754,51.32559,46.26702,48.27223,39.00163,50.08498,42.01947
426.6803,50.32417,40.37943,57.22059,42.1531,57.32805,51.47702,53.37997,53.46941,51.93278,44.52961,45.20709,50.93632,57.08901,45.12338,55.55156,48.54301,39.07907,46.96978,51.38488,46.33453,48.34248,39.02816,50.12093,42.08981
427.1624,50.34555,40.35165,57.18519,42.11896,57.31146,51.52271,53.42218,53.41,51.90891,44.53096,45.26656,50.98877,57.08916,45.15552,55.59739,48.54005,39.10083,46.95941,51.42017,46.38122,48.40161,39.03041,50.12682,42.12211
427.6446,50.37937,40.29502,57.14274,42.06162,57.28585,51.55554,53.44888,53.33399,51.8619,44.50137,45.28304,51.00607,57.06776,45.16081,55.62679,48.51573,39.10887,46.91462,51.41793,46.39502,48.43242,39.00326,50.09529,42.10747
428.1267,50.42813,40.22552,57.10012,41.99225,57.26121,51.57255,53.45724,53.25493,51.80716,44.45403,45.26513,50.9932,57.03448,45.15185,55.64217,48.48009,39.11181,46.85138,51.38377,46.38221,48.43449,38.96084,50.03846,42.06058
428.6088,50.50021,40.17215,57.07391,41.93654,57.25463,51.58419,53.45828,53.1924,51.76737,44.41213,45.23687,50.96728,57.00798,45.15078,55.65665,48.45236,39.12753,46.79541,51.33825,46.36272,48.42157,38.92862,49.9807,42.01073
429.0909,50.60107,40.1619,57.08052,41.92089,57.28138,51.60535,53.4684,53.16259,51.76102,44.39552,45.22325,50.94648,57.00521,45.17673,55.68496,48.44958,39.17029,46.76913,51.30466,46.35823,48.41166,38.92949,49.94537,41.98623
429.5731,50.7252,40.20446,57.12513,41.95713,57.34585,51.64414,53.49764,53.17009,51.79197,44.40938,45.23687,50.93983,57.032,45.23518,55.73411,48.47565,39.23943,46.77965,51.29689,46.38027,48.41638,38.97039,49.94234,41.99923
430.0552,50.85366,40.28627,57.19735,42.03503,57.43739,51.69514,53.54317,53.20591,51.84676,44.44152,45.27142,50.94309,57.07952,45.31444,55.79956,48.51827,39.31742,46.81575,51.31328,46.42514,48.43534,39.03854,49.96372,42.04089
430.5373,50.96062,40.37674,57.27472,42.12658,57.5345,51.74153,53.58977,53.25274,51.90123,44.46931,45.30701,50.94343,57.12959,45.39261,55.86839,48.55561,39.37836,46.85433,51.33995,46.47829,48.45876,39.10918,49.98988,42.08791
431.0194,51.02519,40.44447,57.334,42.20045,57.61407,51.76454,53.61967,53.2953,51.93355,44.47286,45.32267,50.92954,57.16473,45.45002,55.92752,48.56918,39.4027,46.87411,51.36119,46.52536,48.47593,39.16041,50.00203,42.11763
431.5016,51.04211,40.47357,57.362,42.2377,57.66183,51.75457,53.6231,53.32848,51.93538,44.44641,45.30928,50.90086,57.17785,45.48045,55.97151,48.55455,39.38868,46.86676,51.37006,46.56225,48.48384,39.18577,49.99392,42.1213
431.9837,51.02489,40.47122,57.36144,42.24029,57.67749,51.71742,53.60538,53.35983,51.91619,44.40173,45.27511,50.87031,57.17533,45.49414,56.00496,48.52509,39.3546,46.84134,51.37256,46.59851,48.49021,39.19821,49.97589,42.10939
432.4658,51.00013,40.46292,57.34788,42.22817,57.67268,51.67187,53.58421,53.40379,51.89802,44.36221,45.24238,50.8594,57.17293,45.51155,56.0385,48.50483,39.32964,46.81784,51.38442,46.652,48.50933,39.22188,49.96911,42.10501
432.9479,50.99426,40.47726,57.3399,42.22659,57.66314,51.64029,53.58067,53.47158,51.90228,44.34926,45.23393,50.88604,57.18591,45.55045,56.08104,48.51624,39.33868,46.81568,51.41996,46.73678,48.55275,39.27729,49.99337,42.13078
433.4301,51.02155,40.53023,57.34888,42.25148,57.65998,51.63753,53.60728,53.56297,51.93941,44.37198,45.26297,50.95625,57.22073,45.6155,56.13242,48.56803,39.38943,46.84212,51.48367,46.85351,48.62124,39.36864,50.05594,42.19567
433.9122,51.07794,40.61656,57.37313,42.30108,57.66406,51.66433,53.66131,53.66392,52.00333,44.42246,45.32635,51.06017,57.27184,45.69476,56.18215,48.65143,39.46907,46.88914,51.5661,46.98618,48.70262,39.48058,50.14772,42.2907
434.3943,51.14511,40.71311,57.40049,42.35821,57.66782,51.70878,53.7258,53.75228,52.07516,44.48048,45.40776,51.17678,57.3261,45.76661,56.21455,48.74547,39.55222,46.93858,51.64868,47.10848,48.77743,39.58586,50.24813,42.3943
434.8764,51.20164,40.79172,57.41665,42.40121,57.66138,51.7545,53.77896,53.80817,52.13397,44.52414,45.4866,51.28356,57.37137,45.81187,56.21798,48.82887,39.61508,46.97358,51.71369,47.19583,48.8291,39.66038,50.33627,42.48466
435.3586,51.23478,40.834,57.41453,42.41725,57.64064,51.79059,53.80516,53.82318,52.16706,44.54039,45.54833,51.36588,57.40472,45.82513,56.19257,48.89076,39.64828,46.98848,51.75383,47.23711,48.85306,39.69581,50.40111,42.55082
435.8407,51.24701,40.83992,57.39916,42.40961,57.61132,51.81702,53.80309,53.8046,52.17588,44.53006,45.58969,51.42154,57.43427,45.81816,56.15194,48.93576,39.6613,46.9927,51.77592,47.23942,48.85941,39.70418,50.44543,42.59684
436.3228,51.25346,40.82625,57.38501,42.39597,57.58768,51.84376,53.78559,53.77119,52.1735,44.50483,45.61694,51.45813,57.47477,45.81396,56.11817,48.97906,39.67575,47.00478,51.79663,47.22375,48.86782,39.71016,50.48111,42.63624
436.8049,51.27191,40.81503,57.38688,42.39738,57.58474,51.88251,53.77202,53.74345,52.17592,44.47849,45.63858,51.48525,57.53763,45.83363,56.11116,49.03624,39.7117,47.04095,51.83208,47.21343,48.89627,39.73628,50.51904,42.68034
437.287,51.31159,40.81978,57.41034,42.42529,57.61003,51.93781,53.77656,53.73343,52.19226,44.45777,45.65795,51.50695,57.62273,45.88411,56.13896,49.1121,39.77477,47.10403,51.88789,47.22213,48.95111,39.78912,50.56001,42.72815
437.7692,51.36705,40.8378,57.44709,42.47438,57.6589,52.00204,53.80061,53.74014,52.22007,44.43888,45.67036,51.51864,57.71615,45.95372,56.19427,49.1973,39.8522,47.18042,51.95555,47.24821,49.02367,39.85531,50.59267,42.76465
438.2513,51.4218,40.85308,57.47918,42.52616,57.71734,52.05886,53.83258,53.75257,52.24793,44.41111,45.66725,51.51091,57.79605,46.01866,56.25907,49.27317,39.91998,47.24628,52.01757,47.27857,49.09583,39.90962,50.60017,42.76846
438.7334,51.45753,40.84748,57.48852,42.5598,57.76924,52.09179,53.85587,53.75835,52.26373,44.36515,45.64321,51.47684,57.8426,46.05544,56.31431,49.3224,39.95638,47.27958,52.05719,47.29843,49.14999,39.92979,50.57076,42.72481
439.2155,51.46456,40.81293,57.46684,42.56415,57.80455,52.0933,53.85831,53.75151,52.262,44.30016,45.60237,51.41848,57.8468,46.0525,56.34847,49.33764,39.95308,47.27007,52.06739,47.3006,49.1783,39.90897,50.50621,42.63495
439.6977,51.4464,40.75721,57.42025,42.54344,57.82327,52.06839,53.83879,53.73631,52.24759,44.22538,45.55825,51.34782,57.81326,46.01472,56.36094,49.32514,39.91903,47.22356,52.05352,47.28905,49.18484,39.85954,50.42328,42.51826
440.1798,51.41713,40.70106,57.36678,42.5147,57.83392,52.03238,53.80726,53.72422,52.23242,44.15557,45.52823,51.28254,57.75711,45.95953,56.35953,49.29994,39.87431,47.15737,52.02979,47.27547,49.18188,39.80638,50.34671,42.4042
440.6619,51.39291,40.66733,57.32776,42.49797,57.84733,52.00253,53.77882,53.72675,52.22849,44.10317,45.52448,51.23779,57.69608,45.90669,56.35384,49.27729,39.83875,47.09129,52.01005,47.27026,49.18068,39.77361,50.2981,42.31948
441.144,51.38272,40.66849,57.3174,42.50447,57.86991,51.98874,53.7644,53.74814,52.24065,44.0709,45.54657,51.21871,57.64226,45.86763,56.34821,49.26348,39.82036,47.03739,51.99982,47.27459,49.18385,39.77167,50.28498,42.2756
441.6262,51.38284,40.6989,57.33581,42.52961,57.89911,51.98822,53.76471,53.78197,52.2635,44.05014,45.58034,51.21785,57.59807,45.83982,56.33928,49.25283,39.81101,46.99568,51.99259,47.27711,49.1824,39.79212,50.29744,42.26442
442.1083,51.37981,40.73712,57.3695,42.55497,57.92538,51.98756,53.7695,53.81398,52.28463,44.02622,45.60501,51.21958,57.55794,45.8095,56.31815,49.23193,39.79156,46.95668,51.97397,47.25898,49.16076,39.81316,50.31372,42.26376
442.5904,51.35876,40.75685,57.39872,42.55828,57.93768,51.97091,53.76389,53.82971,52.2924,43.98748,45.60382,51.20863,57.51494,45.7613,56.27748,49.18914,39.74385,46.91023,51.93105,47.20421,49.10648,39.81299,50.31232,42.25072
443.0725,51.31356,40.74056,57.40768,42.52558,57.93085,51.93,53.73703,53.82173,52.28281,43.93289,45.57342,51.17835,57.46733,45.68819,56.21717,49.12289,39.66204,46.85333,51.86096,47.10903,49.01877,39.78263,50.28331,42.21412
443.5547,51.25116,40.68756,57.39139,42.45817,57.90877,51.86906,53.68843,53.79308,52.26207,43.873,45.52493,51.13325,57.42077,45.59616,56.14589,49.04454,39.55673,46.79357,51.77366,46.98536,48.91088,39.73112,50.23291,42.15978
444.0368,51.18852,40.61279,57.35592,42.37104,57.88263,51.80295,53.62778,53.75398,52.24213,43.82382,45.47752,51.08509,57.3849,45.50084,56.07688,48.97241,39.44914,46.74412,51.6872,46.85549,48.80437,39.67926,50.17816,42.1048
444.5189,51.14283,40.53687,57.31246,42.28336,57.86419,51.74891,53.56931,53.71505,52.23302,43.79694,45.44663,51.04473,57.36627,45.41827,56.02061,48.92179,39.3591,46.71468,51.61743,46.74159,48.71816,39.64637,50.13575,42.06552
445.001,51.12175,40.47413,57.26921,42.20743,57.85921,51.71701,53.52316,53.68062,52.23571,43.79162,45.43483,51.01485,57.36255,45.3558,55.97856,48.89553,39.29371,46.70341,51.56928,46.65554,48.6594,39.63774,50.11106,42.04569
445.4832,51.11866,40.42487,57.22577,42.14209,57.86395,51.70508,53.49052,53.64623,52.24026,43.79418,45.42971,50.98803,57.36136,45.30801,55.94206,48.88181,39.24353,46.69539,51.53366,46.59486,48.62022,39.64059,50.09463,42.03305
445.9653,51.11635,40.37693,57.17382,42.07499,57.86774,51.70088,53.46376,53.60186,52.23036,43.78474,45.41092,50.95123,57.3456,45.26078,55.89729,48.85985,39.18828,46.6688,51.49256,46.54698,48.58327,39.63035,50.06719,42.00505
446.4474,51.09642,40.31434,57.10272,41.99117,57.85937,51.68986,53.43234,53.5388,52.1917,43.74778,45.36116,50.89371,57.30153,45.20001,55.83322,48.81089,39.10892,46.60583,51.4289,46.49825,48.53186,39.58416,50.01064,41.9414
446.9295,51.0497,40.22795,57.0068,41.88327,57.83393,51.66372,53.38976,53.45535,52.11901,43.68057,45.27641,50.8141,57.22585,45.1202,55.74802,48.72733,38.99839,46.50171,51.33561,46.4423,48.45913,39.49317,49.91836,41.83525
447.4117,50.98092,40.12172,56.88985,41.75682,57.796,51.62503,53.33801,53.3586,52.01836,43.59462,45.16837,50.72189,57.12723,45.02755,55.65057,48.6168,38.86596,46.36795,51.21926,46.38328,48.37162,39.36757,49.79936,41.69776
447.8938,50.90637,40.0113,56.76415,41.62823,57.75734,51.58525,53.28584,53.26085,51.90348,43.50953,45.05906,50.63286,57.02226,44.93628,55.55584,48.49721,38.73206,46.2268,51.09635,46.33179,48.28514,39.23109,49.67377,41.55254
448.3759,50.8446,39.91562,56.6448,41.51594,57.72985,51.55723,53.24293,53.17265,51.78814,43.44213,44.96933,50.56036,56.92683,44.85995,55.47686,48.38736,38.61718,46.10084,50.98415,46.29644,48.21523,39.10841,49.56224,41.42384
448.858,50.8065,39.84681,56.54222,41.43047,57.71859,51.54686,53.21237,53.09708,51.67934,43.39725,44.90846,50.50795,56.84875,44.8036,55.41756,48.29703,38.53077,46.00209,50.89176,46.27652,48.16811,39.01228,49.47525,41.32425
449.3401,50.78941,39.80402,56.45765,41.36886,57.7179,51.54839,53.18715,53.02848,51.57544,43.36511,44.86994,50.46704,56.78496,44.76071,55.37084,48.22302,38.46668,45.92765,50.81586,46.25989,48.13704,38.93827,49.40859,41.24965
449.8223,50.77943,39.77503,56.38372,41.31719,57.71442,51.54721,53.15255,52.95702,51.46989,43.32709,44.8364,50.4218,56.72538,44.71756,55.32285,48.15264,38.40783,45.86319,50.74436,46.22858,48.1064,38.86891,49.3468,41.18298
450.3044,50.75943,39.74404,56.31004,41.25887,57.69367,51.52738,53.09369,52.87602,51.35894,43.26591,44.78938,50.35748,56.66005,44.66146,55.26091,48.07233,38.33663,45.79251,50.66443,46.16783,48.06069,38.78554,49.27275,41.10513
450.7865,50.71846,39.70058,56.22963,41.18392,57.64797,51.48013,53.00359,52.78752,51.2469,43.17525,44.71954,50.26841,56.58623,44.58815,55.18042,47.97546,38.24485,45.70633,50.57082,46.07419,47.99311,38.67943,49.1773,41.00547
451.2687,50.65733,39.64438,56.14294,41.09389,57.58051,51.40839,52.88819,52.7032,51.14746,43.06311,44.63098,50.16109,56.50994,44.50388,55.08712,47.86612,38.13812,45.60734,50.46896,45.9574,47.90915,38.55744,49.06404,40.88734
451.7508,50.58738,39.584,56.05725,40.99993,57.50441,51.32556,52.76478,52.63917,51.0779,42.94799,44.53833,50.05091,56.44293,44.42116,54.99379,47.7556,38.03197,45.50739,50.37215,45.83577,47.82347,38.43796,48.94655,40.76514
452.2329,50.52338,39.52982,55.98185,40.9153,57.43597,51.24832,52.65494,52.60728,51.05015,42.84949,44.45807,49.95459,56.39498,44.35044,54.91319,47.65493,37.94239,45.41987,50.29329,45.72644,47.75146,38.34039,48.84013,40.65531
452.715,50.47466,39.486,55.92199,40.84638,57.38675,51.18811,52.57425,52.60753,51.06293,42.77825,44.39916,49.88163,56.36741,44.29258,54.85085,47.56723,37.87571,45.35111,50.23673,45.63641,47.70055,38.27347,48.7525,40.56618
