,S537_AD1,S538_AD2,S539_AD3,S540_AD4,S541_AD5,S542_AD6,S958_AD1,S959_AD2,S960_AD3,S961_AD4,S962_AD5,S963_AD6,S1189_AD1,S1190_AD2,S1191_AD3,S1192_AD4,S1193_AD5,S1194_AD6,S1365_AD1,S1366_AD2,S1367_AD3,S1368_AD4,S1369_AD5,S1370_AD6
,#048,#049,#050,#051,#052,#053,#086,#087,#088,#089,#090,#091,#095,#096,#097,#098,#099,#100,#103,#104,#105,#106,#107,#108
1309.45,85.23987,81.5274,87.49281,82.34062,85.69936,85.04529,86.15177,82.68018,85.7091,76.52087,80.01759,81.43824,87.15894,83.75181,86.37824,85.91837,81.10571,82.52497,85.44619,84.43946,83.34563,83.06365,84.48782,81.23052
1309.932,85.23674,81.52263,87.49005,82.33437,85.69698,85.04193,86.15256,82.67132,85.70774,76.52148,80.01577,81.43665,87.15471,83.74632,86.37699,85.91582,81.11783,82.55685,85.44435,84.43816,83.34528,83.05487,84.48196,81.2479
1310.415,85.23285,81.51778,87.48728,82.32833,85.69456,85.03837,86.15342,82.66177,85.7069,76.5203,80.0132,81.4343,87.15061,83.73991,86.37575,85.91361,81.12705,82.58583,85.44205,84.43607,83.34428,83.04601,84.4756,81.26277
1310.897,85.22878,81.51345,87.48492,82.32301,85.6923,85.03503,86.15428,82.65211,85.70683,76.51807,80.01059,81.43168,87.14692,83.73292,86.3746,85.91181,81.13361,82.61237,85.4399,84.43375,83.34311,83.03786,84.46928,81.27582
1311.379,85.22521,81.51019,87.48328,82.3188,85.69052,85.03236,86.15524,82.64294,85.70782,76.51544,80.00875,81.4294,87.14389,83.72563,86.37354,85.9105,81.13771,82.63686,85.43869,84.43188,83.34245,83.03117,84.46349,81.28767
1311.861,85.22274,81.50838,87.48273,82.31603,85.68956,85.03063,86.15644,82.6344,85.7099,76.51259,80.00826,81.42792,87.14173,83.7182,86.37252,85.90968,81.13931,82.65934,85.43897,84.4308,83.34262,83.02645,84.45856,81.29868
1312.343,85.2215,81.50795,87.48342,82.31468,85.68953,85.02982,86.1581,82.6265,85.71306,76.50905,80.00922,81.42736,87.14027,83.7104,86.37125,85.90915,81.13795,82.67947,85.44097,84.43056,83.34365,83.0238,84.45451,81.30868
1312.825,85.22124,81.50844,87.48529,82.31445,85.6903,85.02955,86.16035,82.61886,85.71701,76.50393,80.0113,81.42755,87.13922,83.70179,86.36955,85.90866,81.13284,82.69662,85.44453,84.43083,83.34518,83.02282,84.4511,81.31714
1313.307,85.22141,81.50917,87.48815,82.31488,85.69154,85.02929,86.16322,82.61106,85.72153,76.49635,80.01396,81.42812,87.13812,83.69184,86.36728,85.90802,81.12326,82.71031,85.44914,84.431,83.34653,83.02293,84.44804,81.32349
1313.789,85.22137,81.50966,87.49185,82.31565,85.69293,85.02854,86.16668,82.60287,85.72639,76.4859,80.01678,81.42875,87.13663,83.68021,86.36457,85.90725,81.10878,82.7204,85.45428,84.43057,83.34722,83.02352,84.44506,81.32744
1314.272,85.22074,81.50977,87.49622,82.31667,85.69426,85.02695,86.17059,82.59438,85.73157,76.47289,80.01968,81.42941,87.13464,83.66684,86.36174,85.90674,81.08968,82.72733,85.45959,84.42925,83.347,83.02431,84.44215,81.32912
1314.754,85.21947,81.50977,87.5012,82.31812,85.69559,85.02447,86.1748,82.58604,85.73717,76.45827,80.02303,81.4304,87.13244,83.65218,86.35931,85.90707,81.06683,82.73199,85.46496,84.42712,83.34595,83.0255,84.43955,81.32928
1315.236,85.21792,81.51022,87.50676,82.32033,85.69717,85.02117,86.17916,82.57864,85.74339,76.44328,80.02747,81.43228,87.13036,83.63688,86.35767,85.9089,81.0417,82.7354,85.47041,84.42444,83.3444,83.02747,84.43761,81.32883
1315.718,85.21663,81.5117,87.51286,82.32351,85.69933,85.01736,86.18362,82.57304,85.75033,76.42915,80.03364,81.43561,87.12894,83.6219,86.3571,85.9127,81.01615,82.73848,85.47606,84.42165,83.3428,83.03073,84.43671,81.32873
1316.2,85.21631,81.51463,87.51941,82.32771,85.7024,85.01348,86.18812,82.57022,85.758,76.41682,80.042,81.44086,87.1285,83.60834,86.35768,85.91866,80.99226,82.74184,85.48199,84.41919,83.34154,83.03568,84.43711,81.32973
1316.682,85.21765,81.51927,87.5263,82.33285,85.70661,85.0101,86.19285,82.57111,85.76627,76.40717,80.05273,81.44833,87.12937,83.59747,86.35942,85.92659,80.97231,82.74584,85.4882,84.41759,83.34106,83.04245,84.43896,81.33238
1317.164,85.22138,81.52577,87.53355,82.3388,85.71218,85.00807,86.19811,82.57667,85.77514,76.40123,80.06593,81.4583,87.13179,83.5907,86.36232,85.9361,80.95863,82.75079,85.49464,84.41741,83.34181,83.05092,84.44231,81.33707
1317.646,85.22817,81.53448,87.54136,82.34576,85.71944,85.00853,86.20444,82.58779,85.78458,76.40028,80.08166,81.47101,87.13609,83.58963,86.36662,85.94682,80.95351,82.75715,85.50134,84.41941,83.34438,83.06091,84.44726,81.34425
1318.129,85.23864,81.54595,87.55016,82.35413,85.72876,85.01268,86.21236,82.60526,85.79481,76.40585,80.10006,81.48678,87.14264,83.59567,86.37262,85.95847,80.95892,82.76553,85.50858,84.42439,83.3494,83.07224,84.45393,81.35434
1318.611,85.25327,81.56091,87.56044,82.36457,85.74062,85.0216,86.22242,82.62955,85.80606,76.41931,80.12132,81.50587,87.15182,83.60985,86.3807,85.97107,80.97598,82.77662,85.51675,84.4331,83.35748,83.08485,84.46247,81.36776
1319.093,85.27212,81.57993,87.57268,82.37762,85.7553,85.03582,86.23484,82.66051,85.8185,76.44132,80.14548,81.52831,87.16385,83.63239,86.39101,85.98463,81.00464,82.79081,85.52625,84.44592,83.36884,83.0987,84.47292,81.3846
1319.575,85.29468,81.60312,87.58698,82.39342,85.77292,85.05524,86.24957,82.69727,85.83205,76.47141,80.17204,81.55355,87.17852,83.66245,86.40335,85.99921,81.04352,82.80802,85.53732,84.46267,83.38317,83.11368,84.48508,81.40453
1320.057,85.31989,81.62994,87.60303,82.41158,85.79314,85.07895,86.26617,82.73823,85.8463,76.50797,80.20013,81.58056,87.19528,83.69826,86.41714,86.0146,81.09001,82.82755,85.54996,84.48257,83.39963,83.12955,84.49845,81.42668
1320.539,85.34626,81.65916,87.62015,82.43109,85.81532,85.10551,86.28395,82.78131,85.86061,76.54863,80.22844,81.60783,87.21324,83.73746,86.43153,86.0304,81.14078,82.84829,85.56385,84.50442,83.41702,83.14603,84.51244,81.45001
1321.021,85.37218,81.6893,87.63746,82.45085,85.8387,85.13335,86.30212,82.82444,85.87437,76.59103,80.25575,81.6338,87.23145,83.77763,86.44573,86.04608,81.1925,82.869,85.57847,84.52685,83.4341,83.16273,84.52631,81.4734
1321.503,85.39635,81.71891,87.65411,82.46989,85.86256,85.16113,86.32004,82.8659,85.88717,76.63338,80.28116,81.65725,87.24919,83.81684,86.45918,86.0612,81.24251,82.8888,85.59332,84.54878,83.44996,83.17948,84.53963,81.4961
1321.986,85.41801,81.74698,87.66954,82.48767,85.88638,85.18799,86.33722,82.90456,85.89899,76.67484,80.30429,81.67746,87.26613,83.85387,86.4716,86.07546,81.28904,82.90716,85.608,84.56952,83.46413,83.1963,84.55219,81.51774
1322.468,85.43698,81.77303,87.6835,82.50417,85.90981,85.21354,86.35339,82.93989,85.91012,76.71526,80.32529,81.69432,87.28232,83.88821,86.48303,86.08878,81.33119,82.92395,85.62224,84.58884,83.47658,83.21323,84.564,81.53815
1322.95,85.45354,81.797,87.69606,82.51967,85.93256,85.23754,86.36834,82.97161,85.92097,76.75476,80.34443,81.70802,87.29795,83.91967,86.49356,86.10116,81.3686,82.93916,85.63585,84.60668,83.48737,83.23029,84.57515,81.55721
1323.432,85.46812,81.81895,87.70741,82.53444,85.95432,85.25986,86.38193,82.9995,85.93184,76.79304,80.36176,81.71874,87.31316,83.94808,86.50316,86.11263,81.40092,82.95258,85.64856,84.62299,83.49651,83.24722,84.58556,81.57444
1323.914,85.48107,81.83887,87.7177,82.54853,85.97459,85.28014,86.39397,83.02309,85.94276,76.82922,80.37695,81.72646,87.32781,83.97292,86.51157,86.12304,81.42772,82.96384,85.66003,84.63749,83.50376,83.26347,84.59499,81.58904
1324.396,85.49252,81.85663,87.72707,82.56174,85.99291,85.29795,86.40436,83.0418,85.95345,76.86194,80.3893,81.73085,87.34151,83.99352,86.51843,86.13212,81.44839,82.97224,85.6699,84.64972,83.50871,83.27833,84.60293,81.60011
1324.878,85.50246,81.87193,87.73544,82.5737,86.00891,85.31284,86.41297,83.05512,85.96344,76.88985,80.39799,81.73148,87.35374,84.00918,86.52339,86.13962,81.46261,82.97735,85.67789,84.65928,83.51104,83.29112,84.60889,81.60693
1325.36,85.51079,81.88469,87.74285,82.58415,86.02257,85.32471,86.42001,83.06277,85.97225,76.91212,80.4025,81.72807,87.36413,84.01953,86.52636,86.14536,81.47032,82.97892,85.68404,84.66592,83.51068,83.3015,84.61249,81.60936
1325.843,85.5175,81.89497,87.74929,82.59305,86.03416,85.33367,86.42573,83.0649,85.97967,76.92863,80.40272,81.7207,87.37256,84.02473,86.52747,86.14939,81.47205,82.97725,85.68865,84.66988,83.50802,83.30957,84.61359,81.60783
1326.325,85.52275,81.90309,87.75482,82.60062,86.04414,85.34013,86.43042,83.062,85.98559,76.93987,80.39902,81.70983,87.3792,84.02539,86.52709,86.15199,81.46866,82.9729,85.69225,84.67155,83.50357,83.31578,84.61234,81.60315
1326.807,85.52669,81.9093,87.75947,82.60711,86.05291,85.34449,86.43427,83.0547,85.99016,76.94651,80.39207,81.69616,87.38435,84.02228,86.52557,86.15343,81.46098,82.96648,85.69539,84.67158,83.49793,83.32068,84.60893,81.59616
1327.289,85.52946,81.91379,87.76322,82.6127,86.06052,85.34695,86.43725,83.04341,85.99345,76.94891,80.38238,81.68035,87.38819,84.0161,86.52307,86.15393,81.44952,82.95832,85.69838,84.67039,83.49134,83.32468,84.60355,81.58732
1327.771,85.53098,81.91634,87.76596,82.61717,86.06662,85.34745,86.43905,83.0284,85.99544,76.94701,80.37027,81.66281,87.3907,84.00715,86.51947,86.15353,81.43436,82.94841,85.7011,84.66809,83.48357,83.32784,84.59627,81.57663
1328.253,85.53104,81.91653,87.76743,82.62004,86.07063,85.34564,86.43922,83.00968,85.99605,76.94047,80.35579,81.64371,87.39161,83.99534,86.51439,86.15199,81.41516,82.93639,85.70309,84.66445,83.47406,83.32992,84.58704,81.56366
1328.735,85.5293,81.91389,87.76739,82.62075,86.07187,85.34119,86.43731,82.98731,85.99511,76.92898,80.33888,81.623,87.39056,83.98042,86.50734,86.14903,81.3916,82.92191,85.70364,84.659,83.4621,83.33054,84.57581,81.54793
1329.218,85.52554,81.9082,87.7657,82.61888,86.07001,85.33393,86.43312,82.96161,85.99262,76.9128,80.31969,81.6007,87.38725,83.96208,86.49791,86.14438,81.36356,82.90478,85.70203,84.65129,83.44721,83.32939,84.56268,81.52921
1329.7,85.51965,81.89952,87.76234,82.61436,86.06512,85.32396,86.42668,82.93327,85.98872,76.89273,80.29867,81.57702,87.38168,83.94039,86.48595,86.13796,81.33137,82.88515,85.6979,84.64106,83.42928,83.32643,84.54782,81.50761
1330.182,85.51176,81.88838,87.75748,82.60755,86.05772,85.31165,86.41833,82.90341,85.98372,76.86996,80.2765,81.55253,87.37416,83.91573,86.4715,86.12994,81.29585,82.86352,85.69117,84.62833,83.40865,83.3219,84.53162,81.48367
1330.664,85.50217,81.87543,87.75135,82.59894,86.04852,85.29749,86.40854,82.87328,85.97796,76.84558,80.25401,81.52795,87.36516,83.88882,86.45489,86.12065,81.25817,82.84049,85.68222,84.6134,83.38596,83.3161,84.5144,81.458
1331.146,85.49126,81.86134,87.74419,82.58904,86.03824,85.28195,86.39782,82.84408,85.97172,76.8203,80.23182,81.50415,87.35524,83.86067,86.43661,86.11058,81.2197,82.81676,85.67155,84.59668,83.36184,83.30933,84.49642,81.43121
1331.628,85.4795,81.84665,87.73627,82.57817,86.02744,85.26545,86.38665,82.81682,85.96513,76.79431,80.2103,81.48182,87.3449,83.83244,86.41731,86.1002,81.18194,82.79289,85.65981,84.57874,83.33692,83.30173,84.4779,81.40376
1332.11,85.46735,81.83179,87.72786,82.56649,86.01645,85.24848,86.37545,82.79219,85.95821,76.76744,80.18957,81.46152,87.33461,83.80548,86.39781,86.08998,81.14648,82.76944,85.64765,84.56018,83.31171,83.2933,84.45893,81.37608
1332.592,85.45538,81.81721,87.71933,82.55409,86.00558,85.23161,86.36462,82.77069,85.951,76.7397,80.16972,81.44361,87.32475,83.78118,86.37897,86.08039,81.11503,82.74709,85.63562,84.54171,83.28669,83.28403,84.43979,81.34878
1333.074,85.44424,81.80341,87.71106,82.54111,85.99521,85.21561,86.35454,82.75269,85.9436,76.71152,80.15094,81.42834,87.3158,83.76099,86.36175,86.07182,81.08922,82.72655,85.62419,84.52409,83.26238,83.27409,84.42082,81.32273
1333.557,85.43457,81.79105,87.70348,82.52791,85.98576,85.20135,86.34549,82.73848,85.93625,76.68386,80.13368,81.41592,87.30819,83.74609,86.34686,86.0647,81.07049,82.70863,85.61379,84.50809,83.2394,83.26377,84.40253,81.29899
1334.039,85.42687,81.78082,87.69696,82.515,85.9778,85.18954,86.33766,82.72827,85.92924,76.6579,80.11844,81.40644,87.3023,83.73724,86.33469,86.05923,81.05957,82.69384,85.60467,84.49436,83.21835,83.25358,84.38541,81.27856
1334.521,85.42136,81.77312,87.69158,82.50276,85.97159,85.18056,86.33096,82.72196,85.92268,76.63456,80.10555,81.39977,87.29826,83.73442,86.32508,86.0554,81.05634,82.6823,85.5969,84.48322,83.19959,83.24391,84.3698,81.26201
1335.003,85.41783,81.76793,87.68723,82.49142,85.96715,85.17419,86.32508,82.71906,85.91643,76.61419,80.0949,81.39547,87.29594,83.73692,86.31747,86.05289,81.05959,82.67348,85.59032,84.47463,83.18317,83.23497,84.35567,81.24923
1335.485,85.41578,81.76469,87.68348,82.48079,85.96408,85.16979,86.31952,82.71868,85.91007,76.59641,80.08585,81.39272,87.29481,83.74322,86.31086,86.05107,81.06739,82.6664,85.58454,84.46812,83.1687,83.22665,84.34267,81.23936
1335.967,85.41446,81.7625,87.67979,82.47044,85.9617,85.1664,86.31374,82.71967,85.903,76.58044,80.07738,81.39044,87.29414,83.75147,86.30431,86.0491,81.07734,82.65977,85.57909,84.46302,83.15564,83.21867,84.33028,81.23115
1336.449,85.41317,81.76041,87.67572,82.45993,85.95936,85.16321,86.3074,82.72102,85.89481,76.56556,80.06848,81.38755,87.2933,83.75999,86.29711,86.04623,81.08736,82.65249,85.57353,84.45861,83.14339,83.21074,84.31796,81.22334
1336.931,85.41152,81.75772,87.67096,82.44894,85.95667,85.15987,86.3004,82.72198,85.88532,76.55157,80.05856,81.38326,87.29194,83.76757,86.28911,86.04195,81.09597,82.6438,85.5676,84.45433,83.13158,83.20274,84.30548,81.2151
1337.414,85.40948,81.75429,87.6656,82.43761,85.95361,85.15651,86.29305,82.72249,85.87492,76.5388,80.04761,81.37722,87.29005,83.7737,86.28064,86.03614,81.10259,82.63353,85.56128,84.44991,83.12015,83.19484,84.29289,81.20621
1337.896,85.40732,81.75039,87.65995,82.42638,85.95059,85.15376,86.28589,82.72283,85.8643,76.52792,80.03625,81.36967,87.28801,83.77845,86.27231,86.02908,81.10726,82.62182,85.55476,84.44524,83.10934,83.18748,84.28057,81.19696
1338.378,85.40543,81.74654,87.65443,82.41591,85.94809,85.15226,86.2795,82.72361,85.85438,76.51933,80.02538,81.36111,87.28616,83.78207,86.26467,86.02131,81.11018,82.60889,85.54831,84.44029,83.09941,83.18102,84.26895,81.18774
1338.86,85.40399,81.74316,87.64944,82.40666,85.94641,85.15242,86.27425,82.7252,85.84584,76.51279,80.01573,81.35216,87.28473,83.78471,86.25802,86.01337,81.11134,82.59478,85.54209,84.43492,83.09042,83.17563,84.2583,81.17866
1339.342,85.40298,81.7403,87.64517,82.39879,85.94553,85.15408,86.27028,82.72765,85.839,76.50733,80.00755,81.34325,87.28356,83.78615,86.25218,86.00576,81.1104,82.57938,85.53614,84.42887,83.08219,83.17105,84.24855,81.16938
1339.824,85.40204,81.73767,87.64162,82.39206,85.94507,85.15667,86.26737,82.73055,85.8337,76.50156,80.00056,81.33459,87.28224,83.78596,86.24676,85.99873,81.1068,82.56245,85.53039,84.42193,83.07433,83.16679,84.23936,81.15923
1340.306,85.40083,81.73489,87.63869,82.38603,85.94456,85.15944,86.26527,82.73335,85.8295,76.49427,79.99413,81.32603,87.28031,83.78372,86.24133,85.99241,81.10018,82.54403,85.52472,84.41396,83.06641,83.16223,84.23019,81.14756
1340.788,85.39909,81.73161,87.63621,82.38028,85.94364,85.16171,86.26359,82.73556,85.82581,76.4851,79.9877,81.31745,87.27747,83.77928,86.23563,85.98672,81.09056,82.52444,85.5191,84.40524,83.05827,83.15702,84.22062,81.13407
1341.271,85.39677,81.72784,87.63406,82.3746,85.94228,85.16314,86.26208,82.73702,85.82227,76.4744,79.9809,81.30868,87.27378,83.77291,86.22977,85.98161,81.07847,82.50432,85.5136,84.39612,83.05002,83.15109,84.21037,81.11894
1341.753,85.39402,81.72377,87.6321,82.36895,85.94067,85.16377,86.26061,82.73788,85.81868,76.46306,79.97369,81.29961,87.26958,83.7651,86.22404,85.97688,81.06458,82.48427,85.50828,84.38714,83.04188,83.14465,84.19933,81.10272
1342.235,85.39094,81.71968,87.63017,82.36343,85.93909,85.16367,86.25899,82.73842,85.815,76.45175,79.96618,81.29018,87.26527,83.75634,86.21867,85.97225,81.04938,82.46457,85.50311,84.37851,83.03405,83.13796,84.18747,81.0859
1342.717,85.3875,81.71564,87.62801,82.35799,85.93762,85.16283,86.25693,82.73879,85.81113,76.44049,79.95833,81.28022,87.26115,83.74684,86.21381,85.96736,81.03285,82.44493,85.49786,84.37019,83.02649,83.13113,84.17474,81.06868
1343.199,85.38346,81.71143,87.62532,82.35236,85.93607,85.16111,86.25407,82.73885,85.80688,76.42846,79.94981,81.26946,87.25719,83.7364,86.20922,85.96169,81.01446,82.42458,85.49221,84.36169,83.01882,83.1239,84.16097,81.05075
1343.681,85.37846,81.7066,87.62183,82.34615,85.93396,85.15816,86.25003,82.73814,85.80186,76.41432,79.94006,81.25758,87.25321,83.72465,86.20462,85.95478,80.99346,82.40262,85.48576,84.35244,83.01058,83.11584,84.14592,81.03147
1344.163,85.37218,81.70064,87.6174,82.33887,85.93081,85.15376,86.24456,82.73608,85.79569,76.39677,79.92843,81.24428,87.24886,83.71117,86.19966,85.94633,80.96926,82.3783,85.47822,84.34194,83.00137,83.10647,84.12946,81.01013
1344.646,85.36456,81.69333,87.61216,82.33031,85.92631,85.14791,86.23759,82.73214,85.78806,76.37521,79.91463,81.22955,87.24393,83.6959,86.19418,85.93633,80.94179,82.35144,85.46956,84.33,82.99104,83.0955,84.11169,80.98641
1345.128,85.35583,81.68469,87.60636,82.32047,85.92046,85.14098,86.22942,82.72613,85.77897,76.34978,79.89864,81.21352,87.23848,83.67915,86.18822,85.92507,80.91164,82.32249,85.46007,84.31689,82.97985,83.08302,84.09294,80.96037
1345.61,85.34644,81.67508,87.60037,82.3096,85.91359,85.13354,86.22051,82.7181,85.76863,76.32136,79.88091,81.19651,87.23268,83.66153,86.18192,85.91302,80.87975,82.2922,85.4502,84.30306,82.96827,83.06947,84.07367,80.93252
1346.092,85.33684,81.66489,87.59441,82.29802,85.9061,85.12609,86.21133,82.70835,85.75743,76.29082,79.86192,81.17881,87.22678,83.64369,86.17535,85.90073,80.84718,82.26139,85.44038,84.28909,82.95672,83.05533,84.05429,80.9035
1346.574,85.32729,81.65432,87.58839,82.28581,85.89827,85.11889,86.20216,82.69709,85.74572,76.25868,79.842,81.1605,87.22087,83.62605,86.16834,85.88855,80.81462,82.2305,85.43079,84.27525,82.94528,83.04104,84.03504,80.87384
1347.056,85.31775,81.64333,87.58203,82.27285,85.89014,85.11186,86.19314,82.68443,85.73371,76.22489,79.82104,81.14138,87.21472,83.60872,86.16048,85.87665,80.78234,82.19948,85.42138,84.26144,82.93365,83.02672,84.01582,80.8437
1347.538,85.30803,81.63161,87.57485,82.25876,85.8815,85.10464,86.18408,82.67027,85.72137,76.18896,79.79865,81.12112,87.20795,83.59143,86.15125,85.86487,80.75024,82.16783,85.41175,84.24726,82.92117,83.01228,83.99638,80.81301
1348.02,85.29784,81.61885,87.5665,82.24319,85.87201,85.09682,86.17476,82.65443,85.70856,76.15043,79.77422,81.09928,87.20004,83.57394,86.14017,85.85301,80.71829,82.13505,85.40153,84.23229,82.90715,82.99748,83.97648,80.7817
1348.502,85.28707,81.60497,87.55684,82.22602,85.86148,85.0882,86.16491,82.63681,85.69513,76.10928,79.74733,81.07563,87.19074,83.55612,86.12714,85.84082,80.68657,82.10076,85.39034,84.2162,82.8911,82.98212,83.95594,80.74976
1348.985,85.27582,81.59018,87.54611,82.20739,85.84998,85.0788,86.15438,82.61742,85.68097,76.06606,79.71784,81.05007,87.17999,83.53809,86.11231,85.82812,80.65552,82.06495,85.37804,84.19893,82.87286,82.96612,83.93483,80.71744
1349.467,85.26423,81.5749,87.53472,82.18774,85.83774,85.06889,86.14307,82.59635,85.66608,76.02167,79.68606,81.02272,87.16805,83.52012,86.09609,85.81477,80.62557,82.02776,85.36468,84.18072,82.85255,82.94962,83.9134,80.68506
1349.949,85.25243,81.55949,87.52312,82.16745,85.82503,85.0586,86.13091,82.57372,85.65051,75.97683,79.6523,80.99362,87.15524,83.50238,86.07887,85.80063,80.59698,81.98944,85.35036,84.16177,82.8304,82.93266,83.89181,80.65275
1350.431,85.24038,81.54392,87.5115,82.14662,85.81199,85.04787,86.1177,82.54951,85.6342,75.9317,79.61675,80.96268,87.14182,83.48486,86.06083,85.78553,80.56948,81.94995,85.33508,84.14225,82.80643,82.91519,83.87003,80.62028
1350.913,85.22767,81.5278,87.49975,82.12496,85.79843,85.0363,86.10318,82.52351,85.61699,75.88576,79.57935,80.9296,87.12783,83.46713,86.04191,85.76921,80.5424,81.90905,85.31876,84.12199,82.78042,82.89691,83.84779,80.58702
1351.395,85.21387,81.51035,87.4874,82.10183,85.78401,85.02332,86.08705,82.49538,85.59859,75.83805,79.53971,80.89399,87.11314,83.44863,86.02183,85.75145,80.51479,81.86633,85.30119,84.10069,82.75204,82.87736,83.82458,80.55211
1351.877,85.19853,81.49072,87.47386,82.07642,85.76831,85.00837,86.06907,82.46486,85.57874,75.7876,79.4973,80.8555,87.0975,83.42876,86.00024,85.73207,80.48576,81.82146,85.2821,84.0779,82.72089,82.85606,83.79986,80.51481
1352.359,85.18146,81.46828,87.45858,82.04817,85.75101,84.99118,86.04909,82.43182,85.55718,75.73385,79.45184,80.81409,87.08078,83.40713,85.97696,85.71114,80.4548,81.77432,85.26142,84.05331,82.68678,82.83275,83.77328,80.47466
1352.842,85.16274,81.44281,87.44121,82.01682,85.73206,84.97182,86.02725,82.39631,85.53391,75.67677,79.40324,80.76989,87.06293,83.38358,85.95193,85.68878,80.42178,81.72501,85.23913,84.02676,82.64977,82.80733,83.74463,80.43161
1353.324,85.14259,81.41443,87.42159,81.98249,85.71158,84.95056,86.00376,82.35847,85.50893,75.61659,79.35177,80.72329,87.04413,83.3582,85.92527,85.66523,80.3867,81.67362,85.21527,83.99823,82.61005,82.77995,83.71397,80.38583
1353.806,85.1211,81.38338,87.39972,81.94547,85.6897,84.92773,85.97889,82.31838,85.48232,75.5534,79.29778,80.67455,87.02448,83.33097,85.89705,85.64058,80.34944,81.6201,85.18993,83.96779,82.56781,82.7507,83.68137,80.33741
1354.288,85.09807,81.34985,87.37571,81.90611,85.66647,84.90347,85.95282,82.27592,85.45405,75.48676,79.24154,80.62371,87.00404,83.30172,85.86731,85.61475,80.30944,81.56398,85.16304,83.93536,82.52306,82.71956,83.64677,80.28614
1354.77,85.07291,81.31371,87.34959,81.8645,85.64169,84.87759,85.92565,82.23074,85.42402,75.41577,79.18304,80.57056,86.98257,83.27006,85.83585,85.58748,80.26581,81.50455,85.13438,83.90079,82.47562,82.68629,83.60992,80.23137
1355.252,85.04491,81.27474,87.32148,81.82064,85.6151,84.8498,85.89734,82.18244,85.39201,75.33924,79.12209,80.51469,86.95988,83.23559,85.80252,85.55843,80.21754,81.44092,85.10371,83.86391,82.42525,82.6506,83.57051,80.17236
1355.734,85.01344,81.23264,87.29142,81.77435,85.58637,84.81972,85.86772,82.13072,85.35788,75.25631,79.05841,80.4557,86.93559,83.19803,85.76714,85.52728,80.1639,81.37251,85.07079,83.82453,82.37178,82.61224,83.52827,80.10842
1356.216,84.9783,81.18741,87.25967,81.72554,85.55536,84.78717,85.83664,82.07555,85.32157,75.16679,78.99188,80.39355,86.90957,83.15746,85.7297,85.49391,80.10477,81.29913,85.03552,83.78268,82.31531,82.57128,83.4832,80.03941
1356.698,84.93974,81.13927,87.22658,81.67426,85.52209,84.75212,85.80383,82.01724,85.28323,75.07119,78.9226,80.32841,86.88168,83.11414,85.69022,85.45846,80.04065,81.22113,84.99798,83.73855,82.25618,82.52803,83.43553,79.96561
1357.181,84.89845,81.08869,87.1925,81.62064,85.48674,84.71465,85.76903,81.95626,85.24302,74.97044,78.85085,80.26077,86.85194,83.06847,85.64883,85.42117,79.97242,81.13914,84.95836,83.69233,82.19483,82.48297,83.38577,79.88766
1357.663,84.85515,81.03611,87.15778,81.56475,85.44937,84.67473,85.7319,81.8931,85.20113,74.8654,78.77688,80.19113,86.82027,83.02058,85.60548,85.38228,79.90089,81.05378,84.91682,83.64417,82.13155,82.43652,83.33442,79.80625
1358.145,84.81046,80.98174,87.12255,81.50644,85.40987,84.63209,85.69213,81.82802,85.15759,74.75648,78.70076,80.11977,86.78647,82.97025,85.55997,85.3419,79.82649,80.96539,84.87344,83.59405,82.06638,82.38879,83.28178,79.72179
1358.627,84.76447,80.92529,87.08659,81.44523,85.36799,84.58628,85.64944,81.76099,85.11222,74.6434,78.62213,80.04652,86.75013,82.91684,85.51197,85.29989,79.74918,80.87395,84.82814,83.54164,81.99908,82.33942,83.22777,79.63413
1359.109,84.71696,80.8661,87.04942,81.3803,85.32329,84.53671,85.60363,81.69174,85.06469,74.52543,78.54034,79.9709,86.71088,82.85953,85.46114,85.25587,79.66833,80.77893,84.78069,83.48649,81.92926,82.28773,83.17191,79.54276
1359.591,84.66737,80.80334,87.01035,81.31084,85.27541,84.48291,85.55463,81.61981,85.0146,74.40168,78.4545,79.89211,86.66836,82.79756,85.40719,85.20924,79.58312,80.67961,84.73078,83.42804,81.85654,82.23272,83.1133,79.44674
1360.073,84.6151,80.73607,86.96855,81.23607,85.22414,84.42472,85.50248,81.54471,84.96154,74.27152,78.36386,79.80936,86.62246,82.73051,85.34998,85.15935,79.49268,80.57504,84.67801,83.36564,81.78065,82.17348,83.05103,79.34517
1360.556,84.55968,80.66356,86.92326,81.15548,85.1694,84.36225,85.44726,81.46599,84.90517,74.13464,78.26796,79.72206,86.5732,82.65831,85.28943,85.10551,79.39626,80.46429,84.62186,83.2987,81.7015,82.10922,82.98412,79.23721
1361.038,84.5008,80.5854,86.87394,81.06908,85.11131,84.29585,85.38898,81.38335,84.84532,73.99106,78.16682,79.63003,86.52074,82.58117,85.22553,85.04721,79.29327,80.34647,84.56184,83.22668,81.6191,82.03947,82.91187,79.12222
1361.52,84.4384,80.50155,86.8204,80.97736,85.0499,84.22599,85.32768,81.29655,84.7819,73.84102,78.06094,79.53355,86.46519,82.49944,85.15821,84.98413,79.18333,80.22097,84.49748,83.1492,81.53342,81.96405,82.83401,78.99988
1362.002,84.37254,80.41226,86.76292,80.88124,84.98515,84.15309,85.26341,81.20554,84.71494,73.68486,77.95113,79.43336,86.4066,82.41348,85.08746,84.91635,79.06641,80.08759,84.42849,83.06615,81.4444,81.8832,82.75076,78.87029
